Fecha,Día,Semana,Fase,SESIÓN,Volumen,Ritmo objetivo,Zona FC,1. CALENTAMIENTO (completo),2. SESIÓN PRINCIPAL,3. VUELTA A LA CALMA (completo),4. PM — Fuerza o doble,Rutina diaria (8 min),Nota del coach
2026-09-09,Miércoles,Semana 7 · Pre-taper,Fase 4: Pico de Forma,Rodaje medio,8 km,5:00,Z2 (158-166),"[C1]
1. Movilidad dinámica 5 min: círculos de cadera · balanceo de pierna frontal 10/lado · balanceo lateral 10/lado · círculos de tobillo · rotación de tronco
2. Caminar rápido 3 min
3. Arrancar el trote 30-40 s/km más lento que el objetivo y subir progresivo
4. ⚑ En día fácil NO hacen falta drills ni rectas. El trote es el calentamiento.","Rodaje medio
Volumen: 8 km
Ritmo: 5:00
Zona: Z2 (158-166)","[VC1]
1. Bajar el ritmo naturalmente los últimos 5 min del rodaje
2. Caminar 3 min
3. Estiramiento suave 30 s c/u: isquios · cuádriceps · gemelo · sóleo · flexor de cadera · glúteo","DOBLE — Trote suave 6 km Z1
• Ritmo 5:30-5:45/km, FC por debajo de 150
• Es trote regenerativo puro. Si te cuesta, sáltalo sin culpa.","Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Frenar de verdad. FC techo 166.
2026-09-10,Jueves,Semana 7 · Pre-taper,Fase 4: Pico de Forma,Series cortas,8 x 400 m,≈1:19-1:20 vuelta (recalibrado desde 1:14 con el resultado real del test del 1/9),Z5,"[C2]
1. Movilidad dinámica 5 min
2. Trote progresivo 15 min (de 5:40 a 5:00). FC no debe pasar 160
3. Drills 5 min: skipping A 2x20 m · skipping B 2x20 m · talón-glúteo 2x20 m · carioca 2x20 m · taloneo rápido 2x20 m
4. 4 rectas progresivas de 80 m — la última al 95% del ritmo de la sesión. Vuelta caminando
5. Pausa 2-3 min: hidratar y respirar
6. ⚑ Si la primera serie es la más rápida del día, calentaste mal.","Series cortas
Volumen: 8 x 400 m
Ritmo: ≈1:19-1:20 vuelta (recalibrado desde 1:14 con el resultado real del test del 1/9)
Zona: Z5","[VC2]
1. Trote MUY suave 10-12 min a 5:45-6:00 — FC por debajo de 140
2. Caminar 3 min
3. Estiramiento estático 6 min (30-45 s por músculo)
4. Foam roller 5 min: cuádriceps · banda iliotibial · gemelos · glúteos
5. Proteína + carbohidrato dentro de los 45 min
6. ⚑ Saltarte esto es la razón #1 de que un martes duro arruine el miércoles.","FUERZA B — Pliometría + Core (35 min)
• Salto al cajón 4 x 5 (40-50 cm)
• Salto con contramovimiento 3 x 6
• Bounding / multisaltos 4 x 20 m
• Peso muerto a 1 pierna 3 x 8 por pierna
• Puente de glúteo a 1 pierna 3 x 12
• Pallof press 3 x 10 por lado
• Plancha lateral 3 x 30 s por lado
• → VC5: bici o caminar 5 min + estiramiento 5 min + proteína en 30 min","Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Solo Fuerza B LIGERA — nada pesado ya.
2026-09-11,Viernes,Semana 7 · Pre-taper,Fase 4: Pico de Forma,Recuperación,6 km,5:30,Z1,"[C1]
1. Movilidad dinámica 5 min: círculos de cadera · balanceo de pierna frontal 10/lado · balanceo lateral 10/lado · círculos de tobillo · rotación de tronco
2. Caminar rápido 3 min
3. Arrancar el trote 30-40 s/km más lento que el objetivo y subir progresivo
4. ⚑ En día fácil NO hacen falta drills ni rectas. El trote es el calentamiento.","Recuperación
Volumen: 6 km
Ritmo: 5:30
Zona: Z1","[VC1]
1. Bajar el ritmo naturalmente los últimos 5 min del rodaje
2. Caminar 3 min
3. Estiramiento suave 30 s c/u: isquios · cuádriceps · gemelo · sóleo · flexor de cadera · glúteo",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Regenerativo estricto. Nada de fuerza hoy.
2026-09-12,Sábado,Semana 7 · Pre-taper,Fase 4: Pico de Forma,FONDO + final progresivo,12 km,10 km @4:40 + 2 km a ≈4:23 (recalibrado desde 4:05 con el test del 1/9),Z2 → Z3,"[C3]
1. Movilidad dinámica 5 min con énfasis en cadera y tobillo
2. Los primeros 2 km del fondo a 5:30-5:40
3. ⚑ Esos 2 km CUENTAN dentro del volumen. Nunca salgas a ritmo objetivo desde el km 1.","FONDO + final progresivo
Volumen: 12 km
Ritmo: 10 km @4:40 + 2 km a ≈4:23 (recalibrado desde 4:05 con el test del 1/9)
Zona: Z2 → Z3","[VC3]
1. Último km trotando suave después del tramo progresivo
2. Caminar 5 min + hidratar con electrolitos
3. Estiramiento 6 min
4. Piernas en alto contra la pared 5 min
5. Comida completa dentro de los 30-45 min",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Último fondo. Corto y alegre.
2026-09-13,Domingo,Semana 7 · Pre-taper,Fase 4: Pico de Forma,CUESTAS A — corto,8-10 km total,6 x 10 s cuesta,Z1 + picos,"[C4]
1. Movilidad dinámica 5 min
2. Trote 15 min en Z1 — llega a la cuesta caliente de verdad
3. Drills 4 min + 3 rectas progresivas en llano
4. 2 subidas de aproximación: una al 70% y otra al 85%
5. ⚑ CRÍTICO: nunca arranques a MÁXIMO en frío. El riesgo de isquios es real.","CUESTAS A — corto
Volumen: 8-10 km total
Ritmo: 6 x 10 s cuesta
Zona: Z1 + picos","[VC4]
1. Trote suave 8 min
2. Estiramiento con énfasis en isquios y gemelos
3. ⚑ Los sprints máximos cargan mucho el tendón. No te lo saltes.",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'","Mantener chispa, nada más."
2026-09-14,Lunes,Semana 8 · TAPER + CARRERA,Fase 5: Taper y Carrera,Recuperación,6 km,5:20,Z1,"[C1]
1. Movilidad dinámica 5 min: círculos de cadera · balanceo de pierna frontal 10/lado · balanceo lateral 10/lado · círculos de tobillo · rotación de tronco
2. Caminar rápido 3 min
3. Arrancar el trote 30-40 s/km más lento que el objetivo y subir progresivo
4. ⚑ En día fácil NO hacen falta drills ni rectas. El trote es el calentamiento.","Recuperación
Volumen: 6 km
Ritmo: 5:20
Zona: Z1","[VC1]
1. Bajar el ritmo naturalmente los últimos 5 min del rodaje
2. Caminar 3 min
3. Estiramiento suave 30 s c/u: isquios · cuádriceps · gemelo · sóleo · flexor de cadera · glúteo",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'","Empieza el taper. Volumen -50%, intensidad se mantiene."
2026-09-15,Martes,Semana 8 · TAPER + CARRERA,Fase 5: Taper y Carrera,Series de afilado,6 x 400 m,"≈3:19-3:23/km (~1:20-1:21 por 400 m) — alineado al objetivo de carrera ya recalibrado, no al 3:08 original",Z4-Z5,"[C2]
1. Movilidad dinámica 5 min
2. Trote progresivo 15 min (de 5:40 a 5:00). FC no debe pasar 160
3. Drills 5 min: skipping A 2x20 m · skipping B 2x20 m · talón-glúteo 2x20 m · carioca 2x20 m · taloneo rápido 2x20 m
4. 4 rectas progresivas de 80 m — la última al 95% del ritmo de la sesión. Vuelta caminando
5. Pausa 2-3 min: hidratar y respirar
6. ⚑ Si la primera serie es la más rápida del día, calentaste mal.","Series de afilado
Volumen: 6 x 400 m
Ritmo: ≈3:19-3:23/km (~1:20-1:21 por 400 m) — alineado al objetivo de carrera ya recalibrado, no al 3:08 original
Zona: Z4-Z5","[VC2]
1. Trote MUY suave 10-12 min a 5:45-6:00 — FC por debajo de 140
2. Caminar 3 min
3. Estiramiento estático 6 min (30-45 s por músculo)
4. Foam roller 5 min: cuádriceps · banda iliotibial · gemelos · glúteos
5. Proteína + carbohidrato dentro de los 45 min
6. ⚑ Saltarte esto es la razón #1 de que un martes duro arruine el miércoles.",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'","Recordar el ritmo, NO fatigar. Rec 2 min completos. Alineado al objetivo de carrera recalibrado (3:19-3:23/km), no al 3:08 original."
2026-09-16,Miércoles,Semana 8 · TAPER + CARRERA,Fase 5: Taper y Carrera,Rodaje suave,6 km,5:20,Z1-Z2,"[C1]
1. Movilidad dinámica 5 min: círculos de cadera · balanceo de pierna frontal 10/lado · balanceo lateral 10/lado · círculos de tobillo · rotación de tronco
2. Caminar rápido 3 min
3. Arrancar el trote 30-40 s/km más lento que el objetivo y subir progresivo
4. ⚑ En día fácil NO hacen falta drills ni rectas. El trote es el calentamiento.","Rodaje suave
Volumen: 6 km
Ritmo: 5:20
Zona: Z1-Z2","[VC1]
1. Bajar el ritmo naturalmente los últimos 5 min del rodaje
2. Caminar 3 min
3. Estiramiento suave 30 s c/u: isquios · cuádriceps · gemelo · sóleo · flexor de cadera · glúteo","Movilidad 15 min
• Solo movilidad y estiramiento. Cero carga.","Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Nada de fuerza. Solo movilidad y estiramiento.
2026-09-17,Jueves,Semana 8 · TAPER + CARRERA,Fase 5: Taper y Carrera,Activación 5K,6 km total,"2 x 800 m a ≈3:19-3:23/km (~2:39-2:42 por 800 m) — mismo objetivo de carrera recalibrado, no al 3:10 original",Z2-Z5,"[C2]
1. Movilidad dinámica 5 min
2. Trote progresivo 15 min (de 5:40 a 5:00). FC no debe pasar 160
3. Drills 5 min: skipping A 2x20 m · skipping B 2x20 m · talón-glúteo 2x20 m · carioca 2x20 m · taloneo rápido 2x20 m
4. 4 rectas progresivas de 80 m — la última al 95% del ritmo de la sesión. Vuelta caminando
5. Pausa 2-3 min: hidratar y respirar
6. ⚑ Si la primera serie es la más rápida del día, calentaste mal.","Activación 5K
Volumen: 6 km total
Ritmo: 2 x 800 m a ≈3:19-3:23/km (~2:39-2:42 por 800 m) — mismo objetivo de carrera recalibrado, no al 3:10 original
Zona: Z2-Z5","[VC2]
1. Trote MUY suave 10-12 min a 5:45-6:00 — FC por debajo de 140
2. Caminar 3 min
3. Estiramiento estático 6 min (30-45 s por músculo)
4. Foam roller 5 min: cuádriceps · banda iliotibial · gemelos · glúteos
5. Proteína + carbohidrato dentro de los 45 min
6. ⚑ Saltarte esto es la razón #1 de que un martes duro arruine el miércoles.",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'","Última sesión con ritmo. Debe sentirse fácil. Mismo objetivo de carrera recalibrado, no el 3:10 original."
2026-09-18,Viernes,Semana 8 · TAPER + CARRERA,Fase 5: Taper y Carrera,Trote muy suave,4 km,5:40,Z1,"[C1]
1. Movilidad dinámica 5 min: círculos de cadera · balanceo de pierna frontal 10/lado · balanceo lateral 10/lado · círculos de tobillo · rotación de tronco
2. Caminar rápido 3 min
3. Arrancar el trote 30-40 s/km más lento que el objetivo y subir progresivo
4. ⚑ En día fácil NO hacen falta drills ni rectas. El trote es el calentamiento.","Trote muy suave
Volumen: 4 km
Ritmo: 5:40
Zona: Z1","[VC1]
1. Bajar el ritmo naturalmente los últimos 5 min del rodaje
2. Caminar 3 min
3. Estiramiento suave 30 s c/u: isquios · cuádriceps · gemelo · sóleo · flexor de cadera · glúteo",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Piernas sueltas. Dormir 8 h y empezar a hidratar.
2026-09-19,Sábado,Semana 8 · TAPER + CARRERA,Fase 5: Taper y Carrera,Trote pre-carrera + rectas,4 km + 4 x 80 m,Muy suave,Z1,"[C2]
1. Movilidad dinámica 5 min
2. Trote progresivo 15 min (de 5:40 a 5:00). FC no debe pasar 160
3. Drills 5 min: skipping A 2x20 m · skipping B 2x20 m · talón-glúteo 2x20 m · carioca 2x20 m · taloneo rápido 2x20 m
4. 4 rectas progresivas de 80 m — la última al 95% del ritmo de la sesión. Vuelta caminando
5. Pausa 2-3 min: hidratar y respirar
6. ⚑ Si la primera serie es la más rápida del día, calentaste mal.","Trote pre-carrera + rectas
Volumen: 4 km + 4 x 80 m
Ritmo: Muy suave
Zona: Z1","[VC1]
1. Bajar el ritmo naturalmente los últimos 5 min del rodaje
2. Caminar 3 min
3. Estiramiento suave 30 s c/u: isquios · cuádriceps · gemelo · sóleo · flexor de cadera · glúteo",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Soltar nervios. Prepara ropa y dorsal hoy.
2026-09-20,Domingo,Semana 8 · TAPER + CARRERA,Fase 5: Taper y Carrera,🏁 CARRERA 5K,5 km,OBJETIVO 3:19-3:23/km,Z5 (>188),"[C6]
1. T-40 min · Movilidad dinámica 6 min
2. T-33 min · Trote progresivo 12 min
3. T-20 min · Drills técnicos 4 min
4. T-15 min · 4 rectas de 80 m — la última EXACTAMENTE a ritmo de carrera
5. T-8 min · Caminar, respirar, últimos sorbos de agua, quitar ropa extra
6. T-3 min · A la línea + 2 aceleraciones cortas
7. ⚑ NADA nuevo el día de la carrera. Ensáyalo el 15 y el 17 de septiembre.","🏁 CARRERA 5K
Volumen: 5 km
Ritmo: OBJETIVO 3:19-3:23/km
Zona: Z5 (>188)","[VC6]
1. Caminar 5 min INMEDIATAMENTE al cruzar la meta — no te sientes
2. Trote muy suave 10 min
3. Estiramiento + hidratación con electrolitos",— descanso PM —,"Rutina diaria (8 min): movilidad de tobillo 2' · 90/90 de cadera 2' · puente de glúteo x15 · plancha 45"" · respiración diafragmática 2'",Salir en 3:22 los primeros 1000 m. Apretar del km 3. El test del 1/9 confirma que 3:19-3:23/km es realista: saliste a 3:23/km en el 2x2000 m.

REGLAS DE ORO DEL BLOQUE
,Correr SIEMPRE primero. La pesa nunca antes de una sesión de calidad.
,Mínimo 4-6 h entre la sesión de la mañana y la pesa de la tarde.
,Fuerza solo en día duro (martes/jueves). NUNCA en día de recuperación.
,"Si falta tiempo: recorta el volumen de la sesión, nunca el calentamiento ni la vuelta a la calma."
,El doble del miércoles jamás debe comprometer la calidad del jueves.
,"Si las piernas siguen pesadas 48 h después de la pesa, baja la carga 10%."
,Si aparecen molestias: recorta el fondo antes que la calidad.
